date,price
2019-01-09,26.25
2019-01-11,26.75
2019-01-14,26.75
2019-01-16,26.35
2019-01-22,26.75
2019-01-26,26.35
2019-01-30,26.35
2019-02-05,26.75
2019-02-06,26.75
2019-02-15,26.75
2019-02-16,26.75
2019-02-18,27.15
2019-02-21,27.55
2019-03-01,27.55
2019-03-02,27.95
2019-03-06,27.95
2019-03-11,28.45
2019-03-16,28.85
2019-03-29,29.25
2019-04-16,29.25
2019-04-19,29.75
2019-04-24,30.15
2019-04-27,30.45
2019-04-30,30.05
2019-05-05,29.65
2019-05-10,29.15
2019-05-16,29.15
2019-05-18,29.55
2019-05-25,29.05
2019-05-29,28.75
2019-06-01,28.35
2019-06-05,27.75
2019-06-07,27.35
2019-06-13,27.05
2019-06-16,27.05
2019-06-22,27.45
2019-06-28,27.85
2019-07-06,27.55
2019-07-10,27.85
2019-07-13,28.35
2019-07-16,28.35
2019-07-19,28.35
2019-07-25,28.05
2019-08-06,27.55
2019-08-09,27.25
2019-08-10,27.25
2019-08-16,27.75
2019-08-21,27.35
2019-09-05,26.95
2019-09-07,27.35
2019-09-11,27.65
2019-09-16,27.65
2019-09-21,27.95
2019-09-27,27.55
2019-10-01,27.15
2019-10-04,26.85
2019-10-09,27.25
2019-10-16,27.25
2019-10-19,26.85
2019-10-25,26.55
2019-10-30,26.55
2019-11-01,26.25
2019-11-07,26.75
2019-11-12,27.25
2019-11-15,27.55
2019-11-16,27.55
2019-11-20,27.55
2019-11-21,27.25
2019-11-28,27.25
2019-11-30,26.95
2019-12-05,26.95
2019-12-07,26.95
2019-12-10,27.35
2019-12-14,26.85
2019-12-16,26.85
2019-12-18,26.85
2019-12-20,26.85
2019-12-24,27.25
2019-12-26,26.25
