date,price
2018-01-09,28.0
2018-01-16,28.0
2018-01-18,28.5
2018-01-27,28.5
2018-02-03,28.5
2018-02-09,28.1
2018-02-14,27.6
2018-02-16,27.1
2018-02-23,27.6
2018-03-01,27.9
2018-03-06,27.4
2018-03-16,27.4
2018-03-22,27.8
2018-03-24,28.1
2018-03-29,28.4
2018-04-06,28.0
2018-04-18,28.5
2018-04-21,28.2
2018-04-25,28.6
2018-05-01,29.0
2018-05-08,28.6
2018-05-11,29.2
2018-05-16,29.2
2018-05-17,29.7
2018-05-19,30.3
2018-05-26,29.75
2018-05-29,29.25
2018-07-07,29.65
2018-07-10,29.65
2018-07-17,29.15
2018-07-24,29.55
2018-07-27,30.05
2018-08-03,29.65
2018-08-09,30.05
2018-08-15,29.75
2018-08-16,29.75
2018-08-17,29.45
2018-08-18,29.75
2018-08-21,29.75
2018-08-22,29.75
2018-08-25,30.15
2018-08-28,30.15
2018-09-01,30.55
2018-09-04,30.55
2018-09-13,30.95
2018-09-16,30.95
2018-09-20,30.65
2018-09-26,31.15
2018-10-02,31.55
2018-10-05,31.95
2018-10-10,31.45
2018-10-13,30.95
2018-10-16,30.95
2018-10-18,30.45
2018-10-20,30.15
2018-10-25,29.85
2018-11-07,29.45
2018-11-10,29.15
2018-11-15,28.85
2018-11-16,28.85
2018-11-22,28.55
2018-11-24,28.55
2018-11-27,28.05
2018-11-29,28.05
2018-11-30,27.65
2018-12-04,27.95
2018-12-07,27.45
2018-12-13,27.45
2018-12-16,27.45
2018-12-20,27.15
2018-12-25,26.15
2018-12-27,25.75
