date,price
2020-01-04,25.95
2020-01-06,26.45
2020-01-10,26.15
2020-01-11,26.75
2020-01-16,26.75
2020-01-18,26.35
2020-01-22,26.65
2020-01-24,26.65
2020-01-25,26.25
2020-01-29,26.25
2020-01-30,25.65
2020-02-05,25.65
2020-02-07,25.35
2020-02-12,25.85
2020-02-16,25.85
2020-02-19,25.85
2020-02-22,26.35
2020-02-26,25.95
2020-02-27,25.95
2020-02-28,25.95
2020-02-29,25.35
2020-03-03,24.75
2020-03-10,24.15
2020-03-11,23.55
2020-03-12,22.95
2020-03-13,22.35
2020-03-14,21.75
2020-03-18,21.15
2020-03-19,20.55
2020-03-20,19.95
2020-03-24,19.45
2020-03-25,18.85
2020-04-01,18.25
2020-04-10,17.65
2020-04-15,17.05
2020-04-18,17.55
2020-04-23,16.95
2020-04-24,16.95
2020-04-30,16.95
2020-05-01,17.45
2020-05-06,17.75
2020-05-08,18.35
2020-05-09,18.85
2020-05-14,19.25
2020-05-19,19.75
2020-05-20,20.25
2020-05-22,20.25
2020-05-23,20.25
2020-05-30,19.95
2020-06-03,20.55
2020-06-05,21.15
2020-06-10,21.75
2020-06-12,21.45
2020-06-17,20.95
2020-06-19,21.55
2020-06-23,22.15
2020-06-27,21.55
2020-07-01,20.95
2020-07-03,21.55
2020-07-11,21.85
2020-07-16,21.55
2020-07-23,21.95
2020-07-30,21.55
2020-08-01,21.25
2020-08-07,21.65
2020-08-14,21.95
2020-08-18,21.95
2020-08-27,22.25
2020-09-01,21.75
2020-09-09,21.75
2020-09-11,21.25
2020-09-12,21.25
2020-09-16,21.25
2020-09-18,21.75
2020-09-22,22.25
2020-09-24,21.75
2020-09-30,22.25
2020-10-02,21.85
2020-10-10,22.05
2020-10-16,21.55
2020-10-20,21.55
2020-10-30,21.15
2020-11-04,20.65
2020-11-05,21.05
2020-11-07,21.35
2020-11-10,21.35
2020-11-12,21.85
2020-11-19,21.45
2020-11-25,21.75
2020-11-27,22.35
2020-12-15,22.75
2020-12-16,22.75
2020-12-19,23.15
2020-12-24,22.75
