date,price
2022-01-05,29.04
2022-01-08,29.44
2022-01-11,29.84
2022-01-14,29.84
2022-01-20,29.94
2022-01-25,29.94
2022-01-28,29.94
2022-02-02,29.94
2022-02-08,29.94
2022-02-12,29.94
2022-02-16,29.94
2022-02-18,27.94
2022-02-19,27.94
2022-02-24,28.54
2022-02-26,29.14
2022-03-02,29.74
2022-03-04,29.94
2022-03-05,29.94
2022-03-08,29.94
2022-03-09,29.94
2022-03-10,29.94
2022-03-15,29.94
2022-03-17,29.94
2022-03-22,29.94
2022-03-23,29.94
2022-03-26,29.94
2022-03-29,29.94
2022-03-31,29.94
2022-04-02,29.94
2022-04-05,29.94
2022-04-08,29.94
2022-04-09,29.94
2022-04-19,29.94
2022-04-23,29.94
2022-04-27,29.94
2022-04-29,29.94
2022-05-01,31.94
2022-05-04,31.94
2022-05-06,31.94
2022-05-07,31.94
2022-05-12,31.94
2022-05-16,31.94
2022-05-19,31.94
2022-05-20,31.94
2022-05-24,31.94
2022-05-28,31.94
2022-05-31,32.94
2022-06-01,32.94
2022-06-07,33.94
2022-06-08,33.94
2022-06-14,34.94
2022-06-22,34.94
2022-06-29,34.94
2022-07-02,34.94
2022-07-08,34.94
2022-07-09,34.94
2022-07-14,34.94
2022-07-15,34.94
2022-07-19,34.94
2022-07-23,34.94
2022-07-26,34.94
2022-07-28,34.94
2022-08-02,34.94
2022-08-04,34.94
2022-08-06,34.94
2022-08-09,34.94
2022-08-16,34.94
2022-08-18,34.94
2022-08-20,34.94
2022-08-25,34.94
2022-09-02,34.94
2022-09-03,34.94
2022-09-07,34.94
2022-09-10,34.94
2022-09-14,34.94
2022-09-17,34.94
2022-09-20,34.94
2022-09-23,34.94
2022-09-27,34.94
2022-09-28,34.94
2022-09-30,34.94
2022-10-01,34.94
2022-10-08,34.94
2022-10-22,34.94
2022-10-28,34.94
2022-11-04,34.94
2022-11-05,34.94
2022-11-08,34.94
2022-11-11,34.94
2022-11-17,34.94
2022-11-22,34.94
2022-11-26,34.94
2022-11-30,34.94
2022-12-03,34.94
2022-12-07,34.94
2022-12-09,34.94
2022-12-10,34.94
2022-12-15,34.94
2022-12-16,34.94
2022-12-21,34.94
2022-12-22,34.94
