date,price
2021-01-06,24.19
2021-01-09,24.49
2021-01-12,24.49
2021-01-14,24.89
2021-01-16,25.29
2021-01-19,25.09
2021-02-04,25.49
2021-02-06,25.79
2021-02-10,26.29
2021-02-17,26.79
2021-02-20,26.99
2021-03-03,26.59
2021-03-06,26.59
2021-03-09,27.19
2021-03-13,27.19
2021-03-16,27.19
2021-03-17,27.59
2021-03-18,27.19
2021-03-20,26.89
2021-03-24,26.59
2021-03-27,26.19
2021-03-31,26.49
2021-04-17,26.49
2021-04-20,27.09
2021-04-24,26.69
2021-04-30,27.09
2021-05-07,27.59
2021-05-13,27.29
2021-05-17,27.29
2021-05-19,27.79
2021-05-22,27.49
2021-05-26,28.09
2021-06-11,28.59
2021-06-16,28.59
2021-06-24,28.79
2021-06-26,28.99
2021-07-03,29.29
2021-07-10,28.79
2021-07-13,29.29
2021-07-23,28.69
2021-07-28,29.09
2021-07-30,29.49
2021-08-07,28.99
2021-08-12,29.39
2021-08-18,28.89
2021-08-21,28.29
2021-08-26,28.79
2021-09-04,29.09
2021-09-15,29.59
2021-09-16,29.59
2021-09-18,29.89
2021-09-24,30.29
2021-09-28,30.69
2021-09-30,31.29
2021-10-05,30.29
2021-10-11,28.29
2021-10-15,28.89
2021-10-16,28.89
2021-10-19,29.49
2021-10-20,29.29
2021-10-23,29.29
2021-10-28,29.69
2021-11-01,29.69
2021-11-10,29.94
2021-11-16,29.74
2021-11-19,29.54
2021-11-20,29.24
2021-11-24,28.84
2021-11-29,28.24
2021-12-01,28.24
2021-12-02,27.84
2021-12-10,28.24
2021-12-15,28.44
2021-12-22,28.04
2021-12-24,28.44
