date,price
2023-01-05,34.94
2023-01-06,34.94
2023-01-07,34.94
2023-01-13,34.94
2023-01-14,34.94
2023-01-17,34.94
2023-01-20,34.94
2023-01-21,34.94
2023-01-24,34.94
2023-01-26,34.94
2023-01-31,34.94
2023-02-01,34.94
2023-02-02,34.94
2023-02-04,34.94
2023-02-08,34.94
2023-02-09,34.94
2023-02-10,34.94
2023-02-15,34.44
2023-02-18,34.44
2023-02-21,34.44
2023-02-22,33.94
2023-02-23,33.94
2023-02-25,33.94
2023-02-28,33.94
2023-03-08,33.94
2023-03-10,33.94
2023-03-14,33.94
2023-03-18,33.94
2023-03-22,33.94
2023-03-24,33.44
2023-03-25,33.44
2023-03-30,33.44
2023-04-04,33.44
2023-04-05,33.44
2023-04-06,33.44
2023-04-07,32.94
2023-04-20,32.94
2023-04-22,32.94
2023-04-26,32.94
2023-04-27,32.94
2023-04-28,32.94
2023-04-29,32.94
2023-05-04,32.44
2023-05-09,32.44
2023-05-11,32.44
2023-05-13,32.44
2023-05-15,31.94
2023-05-16,31.94
2023-05-23,31.94
2023-05-26,31.94
2023-05-30,31.94
2023-06-02,31.94
2023-06-07,31.94
2023-06-10,31.94
2023-06-14,31.94
2023-06-17,31.94
2023-06-20,31.94
2023-06-27,31.94
2023-07-02,31.94
2023-07-04,31.94
2023-07-06,31.94
2023-07-08,31.94
2023-07-11,31.94
2023-07-13,31.94
2023-07-14,31.94
2023-07-15,31.94
2023-07-18,31.94
2023-07-19,31.94
2023-07-20,31.94
2023-07-22,31.94
2023-07-25,31.94
2023-07-26,31.94
2023-08-03,31.94
2023-08-05,31.94
2023-08-09,31.94
2023-08-12,31.94
2023-08-29,31.94
2023-09-01,31.94
2023-09-02,31.94
2023-09-12,31.94
2023-09-15,31.94
2023-09-16,31.94
2023-09-20,29.94
2023-09-23,29.94
2023-09-27,29.94
2023-10-03,29.94
2023-10-04,29.94
2023-10-06,29.94
2023-10-07,29.94
2023-10-11,29.94
2023-10-17,29.94
2023-10-21,29.94
2023-10-31,29.94
2023-11-01,29.94
2023-11-07,29.94
2023-11-09,29.94
2023-11-10,29.94
2023-11-15,29.94
2023-11-16,29.94
2023-11-18,29.94
2023-11-22,29.94
2023-12-05,29.94
2023-12-07,29.94
2023-12-09,29.94
2023-12-19,29.94
2023-12-22,29.94
2023-12-29,29.94
