date,price
2018-01-09,27.64
2018-01-16,27.64
2018-01-18,27.64
2018-01-27,27.94
2018-02-03,27.64
2018-02-09,27.24
2018-02-14,26.74
2018-02-16,26.24
2018-02-23,26.74
2018-03-01,27.14
2018-03-06,26.64
2018-03-16,26.64
2018-03-22,27.04
2018-03-24,27.34
2018-03-29,27.64
2018-04-06,27.34
2018-04-18,27.84
2018-04-21,27.54
2018-04-25,27.94
2018-05-01,28.34
2018-05-08,28.34
2018-05-11,28.94
2018-05-16,28.94
2018-05-17,29.44
2018-05-19,29.84
2018-05-26,29.29
2018-05-29,28.79
2018-07-07,29.19
2018-07-10,29.09
2018-07-17,28.59
2018-07-24,28.99
2018-07-27,29.49
2018-08-03,29.09
2018-08-09,29.49
2018-08-15,29.19
2018-08-16,29.19
2018-08-17,28.89
2018-08-18,28.89
2018-08-21,28.89
2018-08-22,29.19
2018-08-25,29.19
2018-08-28,29.59
2018-09-01,29.59
2018-09-04,29.89
2018-09-13,29.89
2018-09-16,29.89
2018-09-20,29.59
2018-09-26,29.89
2018-10-02,29.89
2018-10-05,29.89
2018-10-10,29.89
2018-10-13,29.89
2018-10-16,29.89
2018-10-18,29.89
2018-10-20,29.89
2018-10-25,29.89
2018-11-07,29.59
2018-11-10,29.59
2018-11-15,29.29
2018-11-16,29.29
2018-11-22,28.79
2018-11-24,28.29
2018-11-27,27.79
2018-11-29,27.29
2018-11-30,27.29
2018-12-04,27.59
2018-12-07,27.09
2018-12-13,26.79
2018-12-16,26.79
2018-12-20,26.29
2018-12-25,25.29
2018-12-27,24.79
