date,price
2017-01-05,20.34
2017-01-13,19.94
2017-01-16,19.94
2017-01-19,19.94
2017-02-04,20.34
2017-02-16,20.34
2017-02-23,20.14
2017-03-04,19.84
2017-03-11,19.69
2017-03-16,19.39
2017-03-24,19.39
2017-03-29,19.39
2017-04-01,19.39
2017-04-06,19.59
2017-04-08,19.79
2017-04-16,19.79
2017-04-22,19.79
2017-04-27,19.79
2017-05-04,19.59
2017-05-06,19.59
2017-05-09,19.59
2017-05-13,19.89
2017-05-16,19.89
2017-05-23,20.19
2017-05-31,19.89
2017-06-06,19.49
2017-06-10,19.49
2017-06-16,19.29
2017-06-24,18.99
2017-07-01,19.29
2017-07-05,19.29
2017-07-16,19.29
2017-07-22,19.59
2017-08-02,19.99
2017-08-16,19.99
2017-08-19,19.99
2017-08-30,20.29
2017-09-07,20.29
2017-09-16,20.29
2017-09-27,20.29
2017-09-29,20.49
2017-10-05,20.29
2017-10-12,20.09
2017-10-26,20.09
2017-11-03,20.49
2017-11-07,20.89
2017-11-16,20.89
2017-11-23,20.89
2017-12-08,20.69
2017-12-16,20.69
2017-12-21,20.69
2017-12-26,20.89
2017-12-30,20.69
