date,price
2021-01-06,21.74
2021-01-09,22.04
2021-01-12,22.54
2021-01-14,22.54
2021-01-16,22.94
2021-01-19,22.74
2021-02-04,23.14
2021-02-06,23.44
2021-02-10,23.94
2021-02-17,23.94
2021-02-20,24.54
2021-03-03,24.24
2021-03-06,24.54
2021-03-09,25.14
2021-03-13,25.54
2021-03-16,25.54
2021-03-17,26.14
2021-03-18,25.74
2021-03-20,25.34
2021-03-24,25.04
2021-03-27,24.64
2021-03-31,25.14
2021-04-17,25.14
2021-04-20,25.74
2021-04-24,25.34
2021-04-30,25.74
2021-05-07,26.24
2021-05-13,25.84
2021-05-17,25.84
2021-05-19,26.34
2021-05-22,25.84
2021-05-26,26.44
2021-06-11,26.74
2021-06-16,26.74
2021-06-24,27.24
2021-06-26,27.54
2021-07-03,27.94
2021-07-10,27.94
2021-07-13,28.24
2021-07-23,27.64
2021-07-28,28.04
2021-07-30,28.44
2021-08-07,27.94
2021-08-12,28.34
2021-08-18,27.84
2021-08-21,27.24
2021-08-26,27.74
2021-09-04,27.74
2021-09-15,28.04
2021-09-16,28.04
2021-09-18,28.54
2021-09-24,28.84
2021-09-28,29.24
2021-09-30,29.64
2021-10-05,29.64
2021-10-11,29.64
2021-10-15,29.64
2021-10-16,29.64
2021-10-19,30.24
2021-10-20,30.04
2021-10-23,30.44
2021-10-28,31.04
2021-11-01,31.04
2021-11-10,31.04
2021-11-16,30.84
2021-11-19,30.54
2021-11-20,30.14
2021-11-24,29.54
2021-11-29,28.94
2021-12-01,28.94
2021-12-02,28.44
2021-12-10,29.04
2021-12-15,29.44
2021-12-22,29.14
2021-12-24,29.64
