date,price
2024-01-05,32.98
2024-01-16,33.48
2024-01-18,33.78
2024-01-20,34.08
2024-01-23,34.58
2024-01-25,35.08
2024-01-27,35.48
2024-01-31,35.78
2024-02-13,36.18
2024-02-16,36.58
2024-02-20,36.68
2024-03-05,36.38
2024-03-07,36.38
2024-03-19,36.78
2024-03-20,37.18
2024-03-26,37.68
2024-04-03,38.08
2024-04-04,38.48
2024-04-06,38.48
2024-04-18,38.88
2024-04-20,38.88
2024-04-23,38.88
2024-04-27,39.28
2024-04-27,39.28
2024-05-04,39.28
2024-05-08,38.78
2024-05-10,38.38
2024-05-17,38.18
2024-05-25,37.78
2024-05-31,37.78
2024-06-01,37.48
2024-06-06,36.98
2024-06-12,37.38
2024-06-20,37.68
2024-06-22,38.08
2024-06-29,38.38
2024-07-04,38.78
2024-07-10,38.48
2024-07-25,37.98
2024-08-01,37.68
2024-08-03,37.38
2024-08-06,36.98
2024-08-09,36.68
2024-08-20,36.28
2024-08-23,35.98
2024-09-06,35.48
2024-09-10,34.98
2024-09-20,35.38
2024-09-28,34.88
2024-10-01,34.58
2024-10-05,34.88
2024-10-08,35.28
2024-10-12,35.58
2024-10-17,35.08
2024-10-26,35.38
2024-10-31,34.88
2024-11-05,35.18
2024-11-07,35.58
2024-11-14,35.28
2024-11-20,35.58
2024-11-26,35.98
2024-12-03,35.68
2024-12-10,35.38
2024-12-13,35.78
2024-12-17,36.18
2024-12-20,35.88
