date,price
2017-01-05,27.73
2017-01-13,27.13
2017-01-16,27.13
2017-01-19,27.43
2017-02-04,28.03
2017-02-16,28.03
2017-02-23,27.63
2017-03-04,27.13
2017-03-11,26.83
2017-03-16,26.33
2017-03-24,26.33
2017-03-29,26.33
2017-04-01,26.63
2017-04-06,27.03
2017-04-08,27.43
2017-04-16,27.43
2017-04-22,27.13
2017-04-27,26.83
2017-05-04,26.43
2017-05-06,26.13
2017-05-09,26.13
2017-05-13,26.63
2017-05-16,26.63
2017-05-23,27.13
2017-05-31,26.63
2017-06-06,26.03
2017-06-10,25.73
2017-06-16,25.33
2017-06-24,24.83
2017-07-01,25.33
2017-07-05,25.33
2017-07-16,25.33
2017-07-22,25.83
2017-08-02,26.43
2017-08-16,26.43
2017-08-19,26.43
2017-08-30,26.93
2017-09-07,27.23
2017-09-16,27.23
2017-09-27,27.23
2017-09-29,27.63
2017-10-05,27.23
2017-10-12,26.83
2017-10-26,26.83
2017-11-03,27.43
2017-11-07,28.03
2017-11-16,28.03
2017-11-23,28.03
2017-12-08,27.63
2017-12-16,27.63
2017-12-21,27.63
2017-12-26,28.03
2017-12-30,27.73
